id
info      
2010/10/08,20.00,40.00,10.00,30.00,1214862,14319652.00
2010/10/11,30.00,50.00,20.00,40.00,2047844,24367328.00
2010/10/12,40.00,60.00,30.00,50.00,2724569,32872520.00
2010/10/13,20.00,40.00,10.00,30.00,1214862,14319652.00
2010/10/14,30.00,50.00,20.00,40.00,2047844,24367328.00
2010/10/15,40.00,60.00,30.00,50.00,2724569,32872520.00
2010/10/16,20.00,40.00,10.00,30.00,1214862,14319652.00
2010/10/17,30.00,50.00,20.00,40.00,2047844,24367328.00
2010/10/18,40.00,60.00,30.00,50.00,2724569,32872520.00
other
